group	x	y	clickSelects
1	1	5	667
1	2	4.03086	667
1	3	3.02502020850209	667
1	4	2.04754043370434	667
1	5	1.04754043370434	667
1	6	0.068390433704337	667
1	7	1.06839043370434	667
1	8	2.06839043370434	667
1	9	3.06839043370434	667
1	10	4.06839043370434	667
1	11	5.06839043370434	667
1	12	6.06839043370434	667
1	13	7.04837043370434	667
1	14	8.06839043370434	667
1	15	9.04837043370434	667
1	16	10.0683904337043	667
1	17	11.0483704337043	667
1	18	12.0483704337043	667
1	19	13.0483704337043	667
1	20	14.0483704337043	667
2	1	5	1333
2	2	4.10851108511085	1333
2	3	3.03673028380284	1333
2	4	2.08180073450735	1333
2	5	1.10850126851803	1333
2	6	0.100161168417024	1333
2	7	1.71953348916244	1333
2	8	2.10016116841702	1333
2	9	3.71953348916244	1333
2	10	4.10016116841702	1333
2	11	5.70952338906144	1333
2	12	6.71953348916244	1333
2	13	7.70952338906144	1333
2	14	8.70952338906144	1333
2	15	9.71953348916244	1333
2	16	10.7095233890614	1333
2	17	11.7195334891624	1333
2	18	12.7095233890614	1333
2	19	13.7095233890614	1333
2	20	14.7095233890614	1333
3	1	5	2667
3	2	4.02340023400234	2667
3	3	3.15050023400234	2667
3	4	2.15385026750268	2667
3	5	3.30769180591806	2667
3	6	4.30769180591806	2667
3	7	3.41471180591806	2667
3	8	2.96990290974014	2667
3	9	3.80602180591806	2667
3	10	4.80602180591806	2667
3	11	5.65218026750268	2667
3	12	6.5953154179903	2667
3	13	7.44147387957492	2667
3	14	8.43143180591806	2667
3	15	9.27759026750267	2667
3	16	10.2775902675027	2667
3	17	11.2775902675027	2667
3	18	12.2775902675027	2667
3	19	13.2775902675027	2667
3	20	14.2775902675027	2667
4	1	5	5333
4	2	4.04698	5333
4	3	3.06711020130201	5333
4	4	2.12751080530805	5333
4	5	3.14093140931409	5333
4	6	4.11409067110671	5333
4	7	5.12751127511275	5333
4	8	6.12751127511275	5333
4	9	7.12751127511275	5333
4	10	8.12751127511275	5333
4	11	9.12751127511275	5333
4	12	10.1275112751128	5333
4	13	11.1275112751128	5333
4	14	12.1275112751128	5333
4	15	13.1275112751128	5333
4	16	14.1275112751128	5333
4	17	15.1275112751128	5333
4	18	16.1275112751128	5333
4	19	17.1275112751128	5333
4	20	18.1409314093141	5333
