group	x	xend	y	yend
1	0.5	800000.5	0.183229421781699	0.183229421781699
1	0.5	289149.5	-0.432364203956362	-0.432364203956362
1	289149.5	800000.5	0.5320122332312	0.5320122332312
1	0.5	100835.5	-1.01202036174892	-1.01202036174892
1	100835.5	297162.5	-0.112304109102476	-0.112304109102476
1	297162.5	800000.5	0.539416192572948	0.539416192572948
1	0.5	100835.5	-1.01202036174892	-1.01202036174892
1	100835.5	297162.5	-0.112304109102476	-0.112304109102476
1	297162.5	704507.5	0.690467312194161	0.690467312194161
1	704507.5	800000.5	-0.10045313360025	-0.10045313360025
1	0.5	100835.5	-1.01202036174892	-1.01202036174892
1	100835.5	297162.5	-0.112304109102476	-0.112304109102476
1	297162.5	398665.5	0.927964651632974	0.927964651632974
1	398665.5	704507.5	0.611647234476477	0.611647234476477
1	704507.5	800000.5	-0.10045313360025	-0.10045313360025
1	0.5	100835.5	-1.01202036174892	-1.01202036174892
1	100835.5	297162.5	-0.112304109102476	-0.112304109102476
1	297162.5	398665.5	0.927964651632974	0.927964651632974
1	398665.5	500167.5	0.246988809554088	0.246988809554088
1	500167.5	696494.5	0.811111188224995	0.811111188224995
1	696494.5	800000.5	-0.0662808092216635	-0.0662808092216635
1	0.5	100835.5	-1.01202036174892	-1.01202036174892
1	100835.5	297162.5	-0.112304109102476	-0.112304109102476
1	297162.5	398665.5	0.927964651632974	0.927964651632974
1	398665.5	466778.5	0.227703887401997	0.227703887401997
1	466778.5	469449.5	-1.58041136297255	-1.58041136297255
1	469449.5	704507.5	0.747813302065661	0.747813302065661
1	704507.5	800000.5	-0.10045313360025	-0.10045313360025
1	0.5	100835.5	-1.01202036174892	-1.01202036174892
1	100835.5	135560.5	-0.121600258436462	-0.121600258436462
1	135560.5	136895.5	-3.5505595838728	-3.5505595838728
1	136895.5	297162.5	-0.0816378144570263	-0.0816378144570263
1	297162.5	398665.5	0.927964651632974	0.927964651632974
1	398665.5	500167.5	0.246988809554088	0.246988809554088
1	500167.5	696494.5	0.811111188224995	0.811111188224995
1	696494.5	800000.5	-0.0662808092216635	-0.0662808092216635
1	0.5	100835.5	-1.01202036174892	-1.01202036174892
1	100835.5	135560.5	-0.121600258436462	-0.121600258436462
1	135560.5	136895.5	-3.5505595838728	-3.5505595838728
1	136895.5	297162.5	-0.0816378144570263	-0.0816378144570263
1	297162.5	398665.5	0.927964651632974	0.927964651632974
1	398665.5	466778.5	0.227703887401997	0.227703887401997
1	466778.5	469449.5	-1.58041136297255	-1.58041136297255
1	469449.5	704507.5	0.747813302065661	0.747813302065661
1	704507.5	800000.5	-0.10045313360025	-0.10045313360025
1	0.5	100835.5	-1.01202036174892	-1.01202036174892
1	100835.5	135560.5	-0.121600258436462	-0.121600258436462
1	135560.5	136895.5	-3.5505595838728	-3.5505595838728
1	136895.5	297162.5	-0.0816378144570263	-0.0816378144570263
1	297162.5	398665.5	0.927964651632974	0.927964651632974
1	398665.5	500167.5	0.246988809554088	0.246988809554088
1	500167.5	577629.5	0.799177078808367	0.799177078808367
