group	x	xend	y	yend
1	0.5	800000.5	0.21305916585391	0.21305916585391
1	0.5	104698.5	-1.33277481846143	-1.33277481846143
1	104698.5	800000.5	0.450879778825501	0.450879778825501
1	0.5	104698.5	-1.33277481846143	-1.33277481846143
1	104698.5	297987.5	-0.023873788891721	-0.023873788891721
1	297987.5	800000.5	0.632700294121459	0.632700294121459
1	0.5	104698.5	-1.33277481846143	-1.33277481846143
1	104698.5	297987.5	-0.023873788891721	-0.023873788891721
1	297987.5	706040.5	0.788536185397899	0.788536185397899
1	706040.5	800000.5	-0.0252734690457344	-0.0252734690457344
1	0.5	88591.5	-1.18246437115228	-1.18246437115228
1	88591.5	93960.5	-4.31495707147034	-4.31495707147034
1	93960.5	297987.5	-0.0815289839018823	-0.0815289839018823
1	297987.5	706040.5	0.788536185397899	0.788536185397899
1	706040.5	800000.5	-0.0252734690457344	-0.0252734690457344
1	0.5	104698.5	-1.33277481846143	-1.33277481846143
1	104698.5	297987.5	-0.023873788891721	-0.023873788891721
1	297987.5	604027.5	0.851704127002514	0.851704127002514
1	604027.5	641610.5	-0.586400745922909	-0.586400745922909
1	641610.5	695302.5	1.45894711945884	1.45894711945884
1	695302.5	800000.5	0.0221013217572856	0.0221013217572856
1	0.5	88591.5	-1.18246437115228	-1.18246437115228
1	88591.5	93960.5	-4.31495707147034	-4.31495707147034
1	93960.5	297987.5	-0.0815289839018823	-0.0815289839018823
1	297987.5	604027.5	0.851704127002514	0.851704127002514
1	604027.5	641610.5	-0.586400745922909	-0.586400745922909
1	641610.5	695302.5	1.45894711945884	1.45894711945884
1	695302.5	800000.5	0.0221013217572856	0.0221013217572856
1	0.5	88591.5	-1.18246437115228	-1.18246437115228
1	88591.5	93960.5	-4.31495707147034	-4.31495707147034
1	93960.5	292618.5	-0.0237139624203403	-0.0237139624203403
1	292618.5	297987.5	-2.22068477871894	-2.22068477871894
1	297987.5	604027.5	0.851704127002514	0.851704127002514
1	604027.5	641610.5	-0.586400745922909	-0.586400745922909
1	641610.5	695302.5	1.45894711945884	1.45894711945884
1	695302.5	800000.5	0.0221013217572856	0.0221013217572856
1	0.5	88591.5	-1.18246437115228	-1.18246437115228
1	88591.5	93960.5	-4.31495707147034	-4.31495707147034
1	93960.5	228188.5	-0.0919635079046977	-0.0919635079046977
1	228188.5	233557.5	2.99214850725287	2.99214850725287
1	233557.5	297987.5	-0.315930183158913	-0.315930183158913
1	297987.5	604027.5	0.851704127002514	0.851704127002514
1	604027.5	641610.5	-0.586400745922909	-0.586400745922909
1	641610.5	695302.5	1.45894711945884	1.45894711945884
1	695302.5	800000.5	0.0221013217572856	0.0221013217572856
1	0.5	88591.5	-1.18246437115228	-1.18246437115228
1	88591.5	93960.5	-4.31495707147034	-4.31495707147034
1	93960.5	228188.5	-0.0919635079046977	-0.0919635079046977
1	228188.5	233557.5	2.99214850725287	2.99214850725287
1	233557.5	292618.5	-0.142770674471638	-0.142770674471638
1	292618.5	297987.5	-2.22068477871894	-2.22068477871894
1	297987.5	604027.5	0.851704127002514	0.851704127002514
1	604027.5	641610.5	-0.586400745922909	-0.586400745922909
1	641610.5	695302.5	1.45894711945884	1.45894711945884
1	695302.5	800000.5	0.0221013217572856	0.0221013217572856
1	0.5	88591.5	-1.18246437115228	-1.18246437115228
1	88591.5	93960.5	-4.31495707147034	-4.31495707147034
1	93960.5	228188.5	-0.0919635079046977	-0.0919635079046977
1	228188.5	233557.5	2.99214850725287	2.99214850725287
1	233557.5	297987.5	-0.315930183158913	-0.315930183158913
1	297987.5	604027.5	0.851704127002514	0.851704127002514
1	604027.5	641610.5	-0.586400745922909	-0.586400745922909
1	641610.5	695302.5	1.45894711945884	1.45894711945884
1	695302.5	775839.5	-0.00735999658208346	-0.00735999658208346
1	775839.5	781208.5	2.59588772895987	2.59588772895987
1	781208.5	800000.5	-0.510865336270727	-0.510865336270727
1	0.5	88591.5	-1.18246437115228	-1.18246437115228
1	88591.5	93960.5	-4.31495707147034	-4.31495707147034
1	93960.5	228188.5	-0.0919635079046977	-0.0919635079046977
1	228188.5	233557.5	2.99214850725287	2.99214850725287
1	233557.5	292618.5	-0.142770674471638	-0.142770674471638
1	292618.5	297987.5	-2.22068477871894	-2.22068477871894
1	297987.5	604027.5	0.851704127002514	0.851704127002514
1	604027.5	641610.5	-0.586400745922909	-0.586400745922909
1	641610.5	695302.5	1.45894711945884	1.45894711945884
1	695302.5	775839.5	-0.00735999658208346	-0.00735999658208346
1	775839.5	781208.5	2.59588772895987	2.59588772895987
1	781208.5	800000.5	-0.510865336270727	-0.510865336270727
1	0.5	88591.5	-1.18246437115228	-1.18246437115228
1	88591.5	93960.5	-4.31495707147034	-4.31495707147034
1	93960.5	228188.5	-0.0919635079046977	-0.0919635079046977
1	228188.5	233557.5	2.99214850725287	2.99214850725287
1	233557.5	292618.5	-0.142770674471638	-0.142770674471638
1	292618.5	297987.5	-2.22068477871894	-2.22068477871894
1	297987.5	604027.5	0.851704127002514	0.851704127002514
1	604027.5	636241.5	-0.291682163061143	-0.291682163061143
1	636241.5	641610.5	-2.35471224309351	-2.35471224309351
1	641610.5	695302.5	1.45894711945884	1.45894711945884
1	695302.5	775839.5	-0.00735999658208346	-0.00735999658208346
1	775839.5	781208.5	2.59588772895987	2.59588772895987
1	781208.5	800000.5	-0.510865336270727	-0.510865336270727
1	0.5	88591.5	-1.18246437115228	-1.18246437115228
1	88591.5	93960.5	-4.31495707147034	-4.31495707147034
